# Please cite this paper in any communication about any use of Correct@TDS : 
#  Coming soon...
#  Average over 10000 waveforms. Timestamp: unknown
#  timeaxis (ps) 	 E-field
-7.342454795181480449e+02	2.510514497076806947e-03
-7.342121464706146980e+02	2.517082269168428345e-03
-7.341788134230812375e+02	2.501768528623805020e-03
-7.341454803755477769e+02	2.522978221709558638e-03
-7.341121473280143164e+02	2.526311268551308629e-03
-7.340788142804808558e+02	2.530300792481819834e-03
-7.340454812329473953e+02	2.516857721078442130e-03
-7.340121481854140484e+02	2.527986129041344746e-03
-7.339788151378805878e+02	2.547378094327921224e-03
-7.339454820903471273e+02	2.541699053837417725e-03
-7.339121490428136667e+02	2.546695902898171888e-03
-7.338788159952802062e+02	2.558026865608850793e-03
-7.338454829477467456e+02	2.585734451134562122e-03
-7.338121499002133987e+02	2.585814718005197046e-03
-7.337788168526799382e+02	2.621975071036640025e-03
-7.337454838051464776e+02	2.656813713838175259e-03
-7.337121507576130170e+02	2.683950912828698965e-03
-7.336788177100795565e+02	2.693325364042729875e-03
-7.336454846625460959e+02	2.760586875491192766e-03
-7.336121516150127491e+02	2.761795871018114888e-03
-7.335788185674792885e+02	2.816591452943693202e-03
-7.335454855199458279e+02	2.848424712357635995e-03
-7.335121524724123674e+02	2.890441252597995142e-03
-7.334788194248789068e+02	2.901550234340516746e-03
-7.334454863773454463e+02	2.924681580739728597e-03
-7.334121533298120994e+02	2.937294176605456403e-03
-7.333788202822786388e+02	2.942622761625194542e-03
-7.333454872347451783e+02	2.964692808320516532e-03
-7.333121541872117177e+02	2.956386825887055442e-03
-7.332788211396782572e+02	2.952704713415928769e-03
-7.332454880921447966e+02	2.935979022246838939e-03
-7.332121550446114497e+02	2.946610573242907684e-03
-7.331788219970779892e+02	2.934596615541443156e-03
-7.331454889495445286e+02	2.909770351101125929e-03
-7.331121559020110681e+02	2.902497590088846252e-03
-7.330788228544776075e+02	2.863364335308545006e-03
-7.330454898069442606e+02	2.854549954144626218e-03
-7.330121567594108001e+02	2.820708304471979642e-03
-7.329788237118773395e+02	2.807882611756597896e-03
-7.329454906643438790e+02	2.789182599266841305e-03
-7.329121576168104184e+02	2.772233697817928690e-03
-7.328788245692769578e+02	2.741475347493635157e-03
-7.328454915217434973e+02	2.742297475779232295e-03
-7.328121584742101504e+02	2.740007643021884036e-03
-7.327788254266766899e+02	2.718946981551389509e-03
-7.327454923791432293e+02	2.692284814590045240e-03
-7.327121593316097687e+02	2.719727833284604854e-03
-7.326788262840763082e+02	2.704706612877829947e-03
-7.326454932365429613e+02	2.704477633302410349e-03
-7.326121601890095008e+02	2.716546379450412736e-03
-7.325788271414760402e+02	2.706913554063331267e-03
-7.325454940939425796e+02	2.717129557616633842e-03
-7.325121610464091191e+02	2.714329031888462057e-03
-7.324788279988756585e+02	2.686197302290296070e-03
-7.324454949513423117e+02	2.714594874756773388e-03
-7.324121619038088511e+02	2.727660634874706433e-03
-7.323788288562753905e+02	2.708128463788319566e-03
-7.323454958087419300e+02	2.714791930710905733e-03
-7.323121627612084694e+02	2.717078211011277836e-03
