# Please cite this paper in any communication about any use of Correct@TDS : 
#  Coming soon...
#  Average over 10000 waveforms. Timestamp: unknown
#  timeaxis (ps) 	 E-field
-7.360121310374204313e+02	1.771880363986034438e-03
-7.359787979898869708e+02	1.786653106423035124e-03
-7.359454649423536239e+02	1.753683355066711948e-03
-7.359121318948201633e+02	1.780505712802975217e-03
-7.358787988472867028e+02	1.800973758673766805e-03
-7.358454657997532422e+02	1.776685524037983216e-03
-7.358121327522197817e+02	1.722547447765776550e-03
-7.357787997046863211e+02	1.752605086659875418e-03
-7.357454666571529742e+02	1.836157394999167643e-03
-7.357121336096195137e+02	1.809902013496882817e-03
-7.356788005620860531e+02	1.765182684615512190e-03
-7.356454675145525925e+02	1.762330813752111805e-03
-7.356121344670191320e+02	1.814782248774273561e-03
-7.355788014194856714e+02	1.764286430246863853e-03
-7.355454683719523246e+02	1.735161767918431139e-03
-7.355121353244188640e+02	1.784543756012875546e-03
-7.354788022768854034e+02	1.803711042640678474e-03
-7.354454692293519429e+02	1.806509471764690010e-03
-7.354121361818184823e+02	1.782780637191942524e-03
-7.353788031342851355e+02	1.837000050133596150e-03
-7.353454700867516749e+02	1.820143591139601873e-03
-7.353121370392182143e+02	1.776946131250905061e-03
-7.352788039916847538e+02	1.826193707628259852e-03
-7.352454709441512932e+02	1.862338909812259009e-03
-7.352121378966178327e+02	1.812057343885848998e-03
-7.351788048490844858e+02	1.828975304094658571e-03
-7.351454718015510252e+02	1.695814250162771923e-03
-7.351121387540175647e+02	1.810077954388304711e-03
-7.350788057064841041e+02	1.798617475776964668e-03
-7.350454726589506436e+02	1.804984033445086039e-03
-7.350121396114171830e+02	1.784161366498622720e-03
-7.349788065638838361e+02	1.835605374542832215e-03
-7.349454735163503756e+02	1.766263549892959197e-03
-7.349121404688169150e+02	1.814461219788865778e-03
-7.348788074212834545e+02	1.793580475768956264e-03
-7.348454743737499939e+02	1.853182148190274164e-03
-7.348121413262165333e+02	1.839539541390135475e-03
-7.347788082786831865e+02	1.867221598830038579e-03
-7.347454752311497259e+02	1.846523814724519491e-03
-7.347121421836162654e+02	1.780004814524589881e-03
-7.346788091360828048e+02	1.854996024290386141e-03
-7.346454760885493442e+02	1.761670020769814157e-03
-7.346121430410158837e+02	1.856128928166569068e-03
-7.345788099934825368e+02	1.832411763362765513e-03
-7.345454769459490763e+02	1.862135751749208895e-03
-7.345121438984156157e+02	1.844397670351488518e-03
-7.344788108508821551e+02	1.884122833302908891e-03
-7.344454778033486946e+02	1.828689285089577258e-03
-7.344121447558152340e+02	1.882538678287111380e-03
-7.343788117082818871e+02	1.873984194608334852e-03
-7.343454786607484266e+02	1.787216439763563564e-03
-7.343121456132149660e+02	1.914595553913278582e-03
-7.342788125656815055e+02	1.811123190147615521e-03
-7.342454795181480449e+02	1.859037647820914333e-03
-7.342121464706146980e+02	1.841402261577327953e-03
-7.341788134230812375e+02	1.837937826062025631e-03
-7.341454803755477769e+02	1.862644714936893863e-03
-7.341121473280143164e+02	1.812482956352049878e-03
-7.340788142804808558e+02	1.832179995923221682e-03
-7.340454812329473953e+02	1.845270997856433533e-03
-7.340121481854140484e+02	1.787344103631550779e-03
-7.339788151378805878e+02	1.884836685876255290e-03
-7.339454820903471273e+02	1.817667918497957403e-03
-7.339121490428136667e+02	1.859135970312994707e-03
-7.338788159952802062e+02	1.785653784131291475e-03
-7.338454829477467456e+02	1.850415293632734015e-03
-7.338121499002133987e+02	1.822009653604943907e-03
-7.337788168526799382e+02	1.834160504542831603e-03
-7.337454838051464776e+02	1.875807516833672816e-03
-7.337121507576130170e+02	1.857041121007145523e-03
-7.336788177100795565e+02	1.751757870242262203e-03
-7.336454846625460959e+02	1.842150766181412450e-03
-7.336121516150127491e+02	1.814563484402287536e-03
-7.335788185674792885e+02	1.843535165330421324e-03
-7.335454855199458279e+02	1.787235732322682178e-03
-7.335121524724123674e+02	1.833817326693038680e-03
-7.334788194248789068e+02	1.793624482987329124e-03
-7.334454863773454463e+02	1.812591164674731865e-03
-7.334121533298120994e+02	1.765369421878100952e-03
-7.333788202822786388e+02	1.735050268452571938e-03
-7.333454872347451783e+02	1.793070986343330703e-03
-7.333121541872117177e+02	1.791963112804930260e-03
-7.332788211396782572e+02	1.839055306272640092e-03
-7.332454880921447966e+02	1.782148665055189631e-03
-7.332121550446114497e+02	1.807820537914756271e-03
-7.331788219970779892e+02	1.815859968995487328e-03
-7.331454889495445286e+02	1.800546827325422670e-03
-7.331121559020110681e+02	1.715110103390234684e-03
-7.330788228544776075e+02	1.817291699288869390e-03
-7.330454898069442606e+02	1.764884262358437910e-03
-7.330121567594108001e+02	1.788031957212180868e-03
-7.329788237118773395e+02	1.777757905957712530e-03
-7.329454906643438790e+02	1.751417292821190594e-03
-7.329121576168104184e+02	1.703938447849806179e-03
-7.328788245692769578e+02	1.804311158891815786e-03
-7.328454915217434973e+02	1.709396086727096821e-03
-7.328121584742101504e+02	1.710273929999460256e-03
-7.327788254266766899e+02	1.801412695627204992e-03
-7.327454923791432293e+02	1.759062014052727553e-03
-7.327121593316097687e+02	1.682899967180582221e-03
-7.326788262840763082e+02	1.755752776156674268e-03
-7.326454932365429613e+02	1.709371397258343953e-03
-7.326121601890095008e+02	1.689879211266946462e-03
-7.325788271414760402e+02	1.746230081255448208e-03
-7.325454940939425796e+02	1.736600356698510391e-03
-7.325121610464091191e+02	1.708977098412162079e-03
-7.324788279988756585e+02	1.652565654821992139e-03
-7.324454949513423117e+02	1.652519142660514775e-03
-7.324121619038088511e+02	1.740288394513604285e-03
-7.323788288562753905e+02	1.696277031287121055e-03
-7.323454958087419300e+02	1.658393341375111966e-03
-7.323121627612084694e+02	1.681062554226686557e-03
-7.322788297136750089e+02	1.694938765856755618e-03
-7.322454966661416620e+02	1.656099329919729626e-03
-7.322121636186082014e+02	1.688839920201354056e-03
-7.321788305710747409e+02	1.598867940157030912e-03
